source_class	file_id	file_name	md5sum	file_size	access	state	data_category	data_type	data_format	case_ids	case_submitter_ids	project_ids	case_count
biospecimen	32057574-c307-42a9-84c7-752ce1fa0219	nationwidechildrens.org_biospecimen.TCGA-A7-A26I.xml	72d50e8c89d99ec3c4c16cd9951f1325	84228	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""b2ecbc0f-2c30-4200-8d5e-7b95424bcadb""]"	"[""TCGA-A7-A26I""]"	"[""TCGA-BRCA""]"	1
biospecimen	3218301f-bfb5-4b74-859d-9f62631c3c01	nationwidechildrens.org_ssf.TCGA-A8-A091.xml	98fb295f716ab7a8570b1bb20e2a71ec	15738	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""f39edd06-1016-4e8e-a42e-12f7e699ddc5""]"	"[""TCGA-A8-A091""]"	"[""TCGA-BRCA""]"	1
biospecimen	321f97df-0dfe-4c7a-ad58-da9e19e00039	nationwidechildrens.org_biospecimen.TCGA-EW-A1IY.xml	ca00ac0900edbac4d4d7adc35cb717a6	59730	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""5ff12cbe-a3e0-4ce6-8452-12b984a1baaf""]"	"[""TCGA-EW-A1IY""]"	"[""TCGA-BRCA""]"	1
biospecimen	3293d8d6-a168-4254-b58c-55deb05efb2a	nationwidechildrens.org_biospecimen.TCGA-AC-A23G.xml	af947dba2f2a94ffbace798ed8311026	55214	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""a721dac6-0126-476c-b2d4-2dbf7406454b""]"	"[""TCGA-AC-A23G""]"	"[""TCGA-BRCA""]"	1
biospecimen	3294c937-a896-4b90-9249-6eb7a0454169	nationwidechildrens.org_biospecimen.TCGA-E9-A1R5.xml	d31c1113ee7c7a7086e5c7db583fd73c	61389	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""23c21dea-3713-408f-ba56-f7c586e9f206""]"	"[""TCGA-E9-A1R5""]"	"[""TCGA-BRCA""]"	1
biospecimen	32a6b58f-91bd-493e-bef6-2b3feae2241f	nationwidechildrens.org_ssf.TCGA-GM-A2DA.xml	17b7a0c0affe33ba8deac168703d1ee0	15670	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""c07b122e-ac50-4db2-add2-5617a5d0e976""]"	"[""TCGA-GM-A2DA""]"	"[""TCGA-BRCA""]"	1
biospecimen	32ced379-a03f-4444-9e22-a3541ba47c47	nationwidechildrens.org_biospecimen.TCGA-AC-A2B8.xml	eaa56b44cfd458435457c20d19f35821	58890	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""6e126b73-d3e8-4641-a128-306f3b313e40""]"	"[""TCGA-AC-A2B8""]"	"[""TCGA-BRCA""]"	1
biospecimen	32f91133-1735-4fdf-8618-9c78902ff19b	nationwidechildrens.org_ssf.TCGA-C8-A12X.xml	df092405e5e0de4d251325c8cdfaffcf	15697	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""65cde5d5-1efc-4e30-b1bd-a93598794f2c""]"	"[""TCGA-C8-A12X""]"	"[""TCGA-BRCA""]"	1
biospecimen	333aff65-b0c3-4e62-b698-41af32d86b0e	nationwidechildrens.org_ssf.TCGA-E9-A1NI.xml	fad6db19b566ac4235aee2afeff2db7d	15694	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""c65b835a-2d38-4250-a173-0780d2c2cf58""]"	"[""TCGA-E9-A1NI""]"	"[""TCGA-BRCA""]"	1
biospecimen	335178fc-92d8-4f09-abdb-f578124d1f0b	nationwidechildrens.org_ssf.TCGA-OL-A5RY.xml	93bb154a6a615c25e5732044ebbb82a0	15056	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""8360cec6-daf6-41c9-9a4f-7fc03c958dcc""]"	"[""TCGA-OL-A5RY""]"	"[""TCGA-BRCA""]"	1
biospecimen	3381dc3c-89c2-494c-944b-1ad28919567d	nationwidechildrens.org_ssf.TCGA-E2-A1IF.xml	d4b0e3cc253d48527937c4e5b822ef04	18979	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""718db047-9f32-48c4-98c9-515218441bca""]"	"[""TCGA-E2-A1IF""]"	"[""TCGA-BRCA""]"	1
biospecimen	33c487bb-6ae5-44fb-a813-c4259fb8aa88	nationwidechildrens.org_biospecimen.TCGA-AR-A2LO.xml	465231918cfd6c2d4831ae43434d37cf	56427	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""ad0fa961-c085-4f38-b3db-5fc0cbf6b64f""]"	"[""TCGA-AR-A2LO""]"	"[""TCGA-BRCA""]"	1
biospecimen	340b1a74-6056-4188-bf10-93aa20c1796a	nationwidechildrens.org_biospecimen.TCGA-AO-A0JL.xml	321b1f56355374fb60ac9de854066fbb	96697	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""d5d8e76e-2f2a-49bc-ba0a-d51283611b16""]"	"[""TCGA-AO-A0JL""]"	"[""TCGA-BRCA""]"	1
biospecimen	3412a89f-1e3b-4de5-b350-a91b582ea3e4	nationwidechildrens.org_biospecimen.TCGA-BH-A1EV.xml	2d153a0837836dec5ff4213f2e407b7c	80139	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""417dea5f-f68e-4dab-940e-43ae8c67e5e6""]"	"[""TCGA-BH-A1EV""]"	"[""TCGA-BRCA""]"	1
biospecimen	343e3d22-4bdc-46bd-bced-41f8c02c9934	nationwidechildrens.org_biospecimen.TCGA-AC-A23H.xml	77576c0956b1f39424dab92753d05561	73379	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""7dcf550c-90ce-4f63-aecd-0e46897e2a3e""]"	"[""TCGA-AC-A23H""]"	"[""TCGA-BRCA""]"	1
biospecimen	3459a451-3c9d-4fa6-9ff2-dceeb096da67	nationwidechildrens.org_ssf.TCGA-AO-A0JM.xml	f797b4cd8c879cf652e3fe51ebad44f5	15671	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""44bec761-b603-49c0-8634-f6bfe0319bb1""]"	"[""TCGA-AO-A0JM""]"	"[""TCGA-BRCA""]"	1
biospecimen	34646338-cb67-4fdf-aa4b-e3f090871df6	nationwidechildrens.org_ssf.TCGA-D8-A1XA.xml	36ad0736ee81960d040b6233c4ac784b	15639	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""739cb132-51e9-41be-8064-311a13da0d74""]"	"[""TCGA-D8-A1XA""]"	"[""TCGA-BRCA""]"	1
biospecimen	34adfb9a-2f87-472a-885f-74281c3a382a	nationwidechildrens.org_ssf.TCGA-A8-A07C.xml	cf6bd8088d73fcb4d228a6646f7cd7b5	15708	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""b6633c36-7ce4-4b69-9bf6-30b64d46c66f""]"	"[""TCGA-A8-A07C""]"	"[""TCGA-BRCA""]"	1
biospecimen	34c6497b-c495-47c6-b84d-a4c28253c29d	nationwidechildrens.org_ssf.TCGA-EW-A1OV.xml	379f69dc099d84328db995309918eecb	15712	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""ac68d219-5670-4ddd-8df6-8aa7ad59e5c7""]"	"[""TCGA-EW-A1OV""]"	"[""TCGA-BRCA""]"	1
biospecimen	351ef1f0-a415-4b45-baf3-9a711ef6d3ef	nationwidechildrens.org_ssf.TCGA-E2-A14N.xml	0755f18fbfdd237994fd1c0d9be20aeb	15714	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""752ad011-79e0-494f-9868-98bf6feb28f8""]"	"[""TCGA-E2-A14N""]"	"[""TCGA-BRCA""]"	1
biospecimen	3536a50f-0b04-4d4c-9062-1725a60ca12e	nationwidechildrens.org_ssf.TCGA-BH-A0B0.xml	272217b300b259ea4d8ee3de3fd2fa1a	15630	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""66af34ea-f471-4092-aff6-9ac9a5b75b11""]"	"[""TCGA-BH-A0B0""]"	"[""TCGA-BRCA""]"	1
biospecimen	355e0a15-0192-4442-8d8a-aecb2b66ee64	nationwidechildrens.org_biospecimen.TCGA-BH-A0EB.xml	e58bae97a5d8042b6841808b1a774b85	87216	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""ec6930e5-2d83-435a-9a57-a2c5c22caf02""]"	"[""TCGA-BH-A0EB""]"	"[""TCGA-BRCA""]"	1
biospecimen	358d23e4-4c4b-4c41-8236-de54f3872e4f	nationwidechildrens.org_biospecimen.TCGA-A7-A26J.xml	56034416608f91a36798159cfc239bfd	134677	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""6cb6f179-defd-4661-af0a-c353b74c0c49""]"	"[""TCGA-A7-A26J""]"	"[""TCGA-BRCA""]"	1
biospecimen	35d20298-94c8-4cc1-9b03-8228af4ecad1	nationwidechildrens.org_ssf.TCGA-D8-A1X8.xml	8c4639359507521a018675d0d4626dfa	15657	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""8624354c-af25-423c-9c71-48a5dd821097""]"	"[""TCGA-D8-A1X8""]"	"[""TCGA-BRCA""]"	1
biospecimen	365922fc-fc37-447e-89c0-8f936a1be017	nationwidechildrens.org_ssf.TCGA-JL-A3YX.xml	95e2a8f866fee5dcfa40a2eed1b9350d	14823	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""75f6e476-233a-409c-a3ef-0240be569813""]"	"[""TCGA-JL-A3YX""]"	"[""TCGA-BRCA""]"	1
biospecimen	365a5e25-b80a-4787-ab06-cfe3830ddc01	nationwidechildrens.org_biospecimen.TCGA-E9-A1N9.xml	494d7758e314c83d756d79de226e7f1d	90088	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""994ca1f5-ad10-44ec-aa21-71fc2940653b""]"	"[""TCGA-E9-A1N9""]"	"[""TCGA-BRCA""]"	1
biospecimen	36b67327-c09e-4e3e-ad61-24334e017885	nationwidechildrens.org_biospecimen.TCGA-AR-A2LE.xml	f704498c3d58c26b5795f69d95b17f28	53967	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""e3fcbf94-d3ef-4a37-aa45-5297f96af9eb""]"	"[""TCGA-AR-A2LE""]"	"[""TCGA-BRCA""]"	1
biospecimen	36e2dd0a-7f70-4a48-b8f1-f4e01e9c3b04	nationwidechildrens.org_biospecimen.TCGA-C8-A8HR.xml	c0099b704b03ef7e6a209bc5aa2207d2	60760	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""dcb68327-1537-4ca6-81de-3910d0663cb8""]"	"[""TCGA-C8-A8HR""]"	"[""TCGA-BRCA""]"	1
biospecimen	36e9e003-589e-40e8-a145-476270f06804	nationwidechildrens.org_biospecimen.TCGA-EW-A1PB.xml	d1104853c8feca7b875d4992ee436e50	61394	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""88db1340-e4bf-451a-87c0-6e9168296f5e""]"	"[""TCGA-EW-A1PB""]"	"[""TCGA-BRCA""]"	1
biospecimen	36f718a6-0d22-436b-a7c7-f2fe4915ca75	nationwidechildrens.org_biospecimen.TCGA-A8-A09X.xml	f45072c805f13b2f840ac7aa9c4241f2	97313	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""27b05b15-a44b-45ed-a6e3-e7d1ca488ea9""]"	"[""TCGA-A8-A09X""]"	"[""TCGA-BRCA""]"	1
biospecimen	37013bac-e599-41cd-9821-17a107f82cce	nationwidechildrens.org_biospecimen.TCGA-A7-A56D.xml	12f00ba1f9c99fc7556e109c669ec595	84915	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""f062cbd0-2426-40ac-a4be-e74ac61fa2a7""]"	"[""TCGA-A7-A56D""]"	"[""TCGA-BRCA""]"	1
biospecimen	37226f6a-012b-4c9d-87b2-f157b9f5f414	nationwidechildrens.org_biospecimen.TCGA-A7-A13H.xml	7cfc1d650f4472d249fc533e50e56ca4	55275	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""2e243f0e-9d7d-4cb0-9678-70607f90430a""]"	"[""TCGA-A7-A13H""]"	"[""TCGA-BRCA""]"	1
biospecimen	376c47c6-1f34-422e-bf2c-4dcfad7d7f43	nationwidechildrens.org_ssf.TCGA-AC-A3TM.xml	7797e57850dd8233143deae6f58065cf	14829	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""67c73260-a242-4bba-87c5-d2302556dff7""]"	"[""TCGA-AC-A3TM""]"	"[""TCGA-BRCA""]"	1
biospecimen	37c5fd8b-b85f-42be-9eda-985350df444d	nationwidechildrens.org_ssf.TCGA-C8-A12O.xml	e855675a717a21ae7687c86583a4432e	15708	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""83f26720-007c-42c9-a7de-7484bf8afa89""]"	"[""TCGA-C8-A12O""]"	"[""TCGA-BRCA""]"	1
biospecimen	37de08b6-fe9e-4839-b4a4-7c7bca7e3a11	nationwidechildrens.org_ssf.TCGA-LL-A5YP.xml	53563929368407fd614c5e0f7fe05f1a	14848	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""6d24e675-2fa4-4102-861f-7516650b3049""]"	"[""TCGA-LL-A5YP""]"	"[""TCGA-BRCA""]"	1
biospecimen	37fecba9-4339-4b02-a0dd-1c77610f716c	nationwidechildrens.org_ssf.TCGA-A8-A07W.xml	a05f6e4d7e6334dbc8f3550953cdcbd4	15696	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""01263518-5f7c-49dc-8d7e-84b0c03a6a63""]"	"[""TCGA-A8-A07W""]"	"[""TCGA-BRCA""]"	1
biospecimen	3800ba1d-2daf-41ea-9ab5-8e7273169d3e	nationwidechildrens.org_ssf.TCGA-D8-A1JB.xml	2eab58581eff464fd5e70d676a4ee381	15623	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""dd96a9c7-899c-47cd-a0f9-b149ed07a5d6""]"	"[""TCGA-D8-A1JB""]"	"[""TCGA-BRCA""]"	1
biospecimen	38080a10-c608-4d73-8a05-5c38f1ee519e	nationwidechildrens.org_ssf.TCGA-D8-A1JK.xml	b60694c16bad64582c218bfead81507c	15663	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""56203436-8634-4fd0-96b5-ba6be9d87857""]"	"[""TCGA-D8-A1JK""]"	"[""TCGA-BRCA""]"	1
biospecimen	381de0c6-e3f2-46d7-8eea-3f325ad88e5b	nationwidechildrens.org_biospecimen.TCGA-B6-A0X0.xml	f6519d2bb9b0791374a98547b932509e	61724	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""1e68e760-a4cf-4100-bf9c-e50fa8d126f6""]"	"[""TCGA-B6-A0X0""]"	"[""TCGA-BRCA""]"	1
biospecimen	3830a05a-a4ec-4b6c-942b-2e2a333482b8	nationwidechildrens.org_biospecimen.TCGA-BH-A18H.xml	05e1461c7116e336aca0053f3bd54fe3	58925	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""878f975b-94fd-4d69-b7e7-1ed3ac2ee438""]"	"[""TCGA-BH-A18H""]"	"[""TCGA-BRCA""]"	1
biospecimen	383aac07-d23c-427f-877d-932e6e386e94	nationwidechildrens.org_biospecimen.TCGA-E2-A15O.xml	5c8570db8eb9a2ea0c8422ff41bb6b1a	64243	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""eafa45a4-2fd1-4fa3-860c-9d52ed382b7d""]"	"[""TCGA-E2-A15O""]"	"[""TCGA-BRCA""]"	1
biospecimen	383e34d5-8349-4d2b-aee8-b1531578220d	nationwidechildrens.org_ssf.TCGA-A7-A6VW.xml	9c67d5bcdd30add89e401a4f000957d8	14784	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""98e709e7-e195-4b37-9537-f6081affb609""]"	"[""TCGA-A7-A6VW""]"	"[""TCGA-BRCA""]"	1
biospecimen	3848e030-0e77-4e98-9d66-a7182cf629e2	nationwidechildrens.org_biospecimen.TCGA-E2-A1LI.xml	78dfb9ec6d5ea86aa89b42350397b037	68154	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""3558dec7-eae3-4a41-a217-266c6a4535fb""]"	"[""TCGA-E2-A1LI""]"	"[""TCGA-BRCA""]"	1
biospecimen	38b2a48f-28f1-40c9-a950-5bf44f75a027	nationwidechildrens.org_ssf.TCGA-AC-A23G.xml	dbf576058093d6696335ac7f60c02e4c	15753	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""a721dac6-0126-476c-b2d4-2dbf7406454b""]"	"[""TCGA-AC-A23G""]"	"[""TCGA-BRCA""]"	1
biospecimen	38b76aef-52b6-4434-81c4-1c9ec18c478d	nationwidechildrens.org_biospecimen.TCGA-A2-A0T7.xml	9fa8e26ba2f985109aa44d139688732a	90821	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""43d5632e-7272-4aad-9496-7f5a99671223""]"	"[""TCGA-A2-A0T7""]"	"[""TCGA-BRCA""]"	1
biospecimen	38f6f593-afe7-46b8-b67d-d050ee4fd8dd	nationwidechildrens.org_ssf.TCGA-A2-A0EM.xml	ad2b0010fa681237149547bdcf7631aa	15757	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""2fdfd287-d13c-4910-9788-73987d45908a""]"	"[""TCGA-A2-A0EM""]"	"[""TCGA-BRCA""]"	1
biospecimen	391f391e-99a7-487f-9e22-d5bc6e62b87c	nationwidechildrens.org_biospecimen.TCGA-D8-A3Z6.xml	a866b3c3f702821b3f8b246e2c7caead	52630	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""a6e5f869-1182-4f81-b4bb-cf55261c8f3f""]"	"[""TCGA-D8-A3Z6""]"	"[""TCGA-BRCA""]"	1
biospecimen	3930591b-5625-4619-a35f-ea854d0e3acc	nationwidechildrens.org_ssf.TCGA-A2-A3KC.xml	9df19e7bd1cc30bb5ba1f8ed53baa477	15060	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""2d29a4ac-98e7-4663-9dd6-5681bc32ac2e""]"	"[""TCGA-A2-A3KC""]"	"[""TCGA-BRCA""]"	1
biospecimen	3939c2c6-2f89-4397-a592-6053e7d5cd01	nationwidechildrens.org_ssf.TCGA-WT-AB44.xml	4baa74c1c8a5fc6f289f649af117fba6	15023	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""5cd79093-1571-4f71-8136-0d84ccabdcac""]"	"[""TCGA-WT-AB44""]"	"[""TCGA-BRCA""]"	1
biospecimen	3950a901-21df-47b9-98bd-d1d27abaa036	nationwidechildrens.org_biospecimen.TCGA-A8-A07O.xml	8985e1a96f6e3fc046875c69dcd9b1c2	94830	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""cf9db1af-17f0-490e-8139-142bd704763a""]"	"[""TCGA-A8-A07O""]"	"[""TCGA-BRCA""]"	1
biospecimen	39666831-a217-4b0d-84fb-31235545de1b	nationwidechildrens.org_ssf.TCGA-E2-A152.xml	840993b3b860164c0ed20777d2d4fd2a	15713	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""a8015490-9740-45c9-8bd2-eb6d1beefc2e""]"	"[""TCGA-E2-A152""]"	"[""TCGA-BRCA""]"	1
biospecimen	397ba792-0095-4f1b-91ba-8d41f11bef3c	nationwidechildrens.org_ssf.TCGA-AN-A046.xml	fd097ea85a5dc9c77dcd72c202ac9a8d	15518	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""dcd5860c-7e3a-44f3-a732-fe92fe3fe300""]"	"[""TCGA-AN-A046""]"	"[""TCGA-BRCA""]"	1
biospecimen	39a69094-ee65-4ecb-9b91-b73501298df5	nationwidechildrens.org_biospecimen.TCGA-E2-A15A.xml	0b3839d18830942f43a2969c364a4d35	96859	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""73ccc949-01b7-48d3-a7c4-c4bcd261672a""]"	"[""TCGA-E2-A15A""]"	"[""TCGA-BRCA""]"	1
biospecimen	39b6b068-6f5d-42fa-a3a2-4258e872518f	nationwidechildrens.org_ssf.TCGA-A2-A0EP.xml	a06dca4972d9d5a4b25aa7fff3a0518b	15063	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""670f5022-5066-48f1-8472-5670129a1e0f""]"	"[""TCGA-A2-A0EP""]"	"[""TCGA-BRCA""]"	1
biospecimen	39dd32aa-797e-45ff-957b-69748e62fd22	nationwidechildrens.org_biospecimen.TCGA-A8-A09Q.xml	fb9483dcd88f7089ec6cf4a7688a55ac	90729	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""09c2bc35-c21f-4aa4-ac30-0d8db02ad811""]"	"[""TCGA-A8-A09Q""]"	"[""TCGA-BRCA""]"	1
biospecimen	3a070d18-2ace-49cf-9d1c-b8aca664339f	nationwidechildrens.org_ssf.TCGA-D8-A1JF.xml	76e72aa31d5d5cb50786e28b71b7556f	15621	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""dcd5e079-813a-4c1a-b320-0931468d2bbc""]"	"[""TCGA-D8-A1JF""]"	"[""TCGA-BRCA""]"	1
biospecimen	3a35897d-9bd1-4a10-bafc-a90767ae6b34	nationwidechildrens.org_ssf.TCGA-AN-A0AS.xml	141d63bd767478ae029fc75dfef804ee	15518	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""7c2a8440-0206-4039-8474-8d62f6c7de0c""]"	"[""TCGA-AN-A0AS""]"	"[""TCGA-BRCA""]"	1
biospecimen	3a40ddac-63d3-4044-9ea5-bd489e278e90	nationwidechildrens.org_biospecimen.TCGA-BH-A0DT.xml	664792f71cfc01c96f7e5c1029612d53	80975	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""74f31744-0aed-4633-beec-4e203315f0b7""]"	"[""TCGA-BH-A0DT""]"	"[""TCGA-BRCA""]"	1
biospecimen	3a58c1bf-07ba-4fcb-a625-dd1a221970f2	nationwidechildrens.org_biospecimen.TCGA-AR-A24P.xml	347f3acdf6643e7a4092d0548ee36679	58927	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""d1fd8ed2-be13-4272-b31e-df86911db3b1""]"	"[""TCGA-AR-A24P""]"	"[""TCGA-BRCA""]"	1
biospecimen	3a59c142-b255-48e5-8a95-000ccd691aa8	nationwidechildrens.org_ssf.TCGA-B6-A3ZX.xml	2d004e8dc2cafa9dfe97868b7dc41704	14901	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""9434687a-197c-4959-b6b8-9c05f1dd7f53""]"	"[""TCGA-B6-A3ZX""]"	"[""TCGA-BRCA""]"	1
biospecimen	3a7a54b8-ccb1-4a18-8ea9-d60677b516ed	nationwidechildrens.org_biospecimen.TCGA-BH-A0EE.xml	b206ed8420186f0d7d2143e9f71ecd5b	100936	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""ca76c6fc-ff30-4833-884d-3a94fe53ff17""]"	"[""TCGA-BH-A0EE""]"	"[""TCGA-BRCA""]"	1
biospecimen	3a8a3173-c8a2-4040-8e78-b4e103152e19	nationwidechildrens.org_ssf.TCGA-AR-A256.xml	cca7f4069c56ef6a5515504add470cea	15788	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""d3d545b3-457f-4389-821f-704cb24aff7f""]"	"[""TCGA-AR-A256""]"	"[""TCGA-BRCA""]"	1
biospecimen	3a945835-614f-4b25-a1cf-fd936c8d2abf	nationwidechildrens.org_ssf.TCGA-A2-A259.xml	ef13104ae8250778811ffb3dd06838b7	15740	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""3fc3755d-a3f8-4e2c-813f-ff124f2a75c1""]"	"[""TCGA-A2-A259""]"	"[""TCGA-BRCA""]"	1
biospecimen	3a9488df-6743-4a8b-a4e9-3b615ae2c386	nationwidechildrens.org_biospecimen.TCGA-E9-A1R2.xml	1ce8d9d74becb3cbba4ee286df520346	58923	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""8631969d-4ac6-4fe1-9db3-d47db604494a""]"	"[""TCGA-E9-A1R2""]"	"[""TCGA-BRCA""]"	1
biospecimen	3a9847dc-2b0f-47de-aaee-deb6e0e3bd54	nationwidechildrens.org_ssf.TCGA-E9-A24A.xml	a5747fd1aa47cea554941b047b6043e8	15641	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""9f3cc92b-fa22-478e-a2e4-6b4c8afb93d6""]"	"[""TCGA-E9-A24A""]"	"[""TCGA-BRCA""]"	1
biospecimen	3a98a44c-3bcf-4fca-80d1-fffdcfe2d881	nationwidechildrens.org_ssf.TCGA-A2-A0YC.xml	25d4b0ddefd567751dd095da74e7f0ad	15720	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""a1872011-b928-4189-ac02-e87506c20bca""]"	"[""TCGA-A2-A0YC""]"	"[""TCGA-BRCA""]"	1
biospecimen	3ab4c97a-d0cf-40e2-889a-538a2ed4b677	nationwidechildrens.org_biospecimen.TCGA-EW-A424.xml	fe99384f917244e74940a9fe2b393f3e	53964	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""a6502f17-6bee-4d5a-8520-06364593d39c""]"	"[""TCGA-EW-A424""]"	"[""TCGA-BRCA""]"	1
biospecimen	3abd8e66-2847-4de9-95a2-c103c77c4926	nationwidechildrens.org_ssf.TCGA-AC-A23C.xml	2a425b8549e65c7be9ae5b425cb2a8de	15667	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""dfd0b7ba-c7d3-498e-b455-346301865452""]"	"[""TCGA-AC-A23C""]"	"[""TCGA-BRCA""]"	1
biospecimen	3abfafee-3587-426f-963a-7b0df60a375a	nationwidechildrens.org_biospecimen.TCGA-BH-A0AZ.xml	7eb000f27e565e36bb8ff7229766f562	79693	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""518f231c-f5f9-4a39-a97b-7fd5666d3e50""]"	"[""TCGA-BH-A0AZ""]"	"[""TCGA-BRCA""]"	1
biospecimen	3ae93008-4969-4e25-af15-a5204153ed78	nationwidechildrens.org_biospecimen.TCGA-E2-A10B.xml	ec65aacf90ad9422ff7f58ecd173ebcd	69524	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""f801aeed-dc43-49d7-a319-84c8851979d9""]"	"[""TCGA-E2-A10B""]"	"[""TCGA-BRCA""]"	1
biospecimen	3b0b0eb7-24a0-4481-8569-f8e696e2a3e5	nationwidechildrens.org_biospecimen.TCGA-E2-A576.xml	e6f41664c530eae5698a0036b2c437dc	52305	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""f04dca9e-409b-4300-b11d-12243e5d361d""]"	"[""TCGA-E2-A576""]"	"[""TCGA-BRCA""]"	1
biospecimen	3b1549e1-c596-458d-a40a-d170e064b8b4	nationwidechildrens.org_biospecimen.TCGA-A8-A08C.xml	5cbe4b148f1f539729414cad3dfe609e	90729	open	released	Biospecimen	Biospecimen Supplement	BCR XML	"[""78e1da41-127c-4e9c-aaaa-77a0d94c31d0""]"	"[""TCGA-A8-A08C""]"	"[""TCGA-BRCA""]"	1
biospecimen	3b1af45d-16ba-4a0b-be6d-b74da365503b	nationwidechildrens.org_ssf.TCGA-B6-A401.xml	20f38187fa3249362f954f0fac0c9f66	14821	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""48ff0420-0f19-4e9d-a75d-6c54949a461a""]"	"[""TCGA-B6-A401""]"	"[""TCGA-BRCA""]"	1
biospecimen	3b2bc5ae-17fb-4e0b-93fc-4e00c6936200	nationwidechildrens.org_ssf.TCGA-S3-AA14.xml	81212b4c06a8731e042a661705df7c2a	14857	open	released	Biospecimen	Biospecimen Supplement	BCR SSF XML	"[""929acc67-b8bf-4f65-9110-380e44ab66b7""]"	"[""TCGA-S3-AA14""]"	"[""TCGA-BRCA""]"	1
