shortlist_run_id	core_audit_run_id	parse_run_id	source_run_id	table_name	field_name	source_position	alternate_column_name	probable_field_group	missing_like_fraction	non_missing_count	distinct_non_missing_count	example_values_small_sample	support_high_completeness	support_high_missingness	support_likely_high_value	support_likely_weak	shortlist_bucket	shortlist_rule	manual_review_priority	notes_placeholder
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	last_contact_days_to	15	days_to_last_followup	follow-up / outcome-like	0.094804	993	649	"[""0"", ""10"", ""7"", ""365"", ""30""]"	True	False	True	False	usable_endpoint_candidate	endpoint_candidate_time_or_status_signal	high	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	death_days_to	16	days_to_death	follow-up / outcome-like	0.905196	104	101	"[""2965"", ""991"", ""0"", ""1"", ""1009""]"	False	True	False	True	weak_or_unusable	weak_extreme_missingness	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	radiation_treatment_adjuvant	17	radiation_therapy	radiation	0.848678	166	2	"[""NO"", ""YES""]"	False	True	False	False	unclear_manual_review	manual_default_fallback	high	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	pharmaceutical_tx_adjuvant	18	postoperative_rx_tx	treatment / drug	0.84959	165	2	"[""YES"", ""NO""]"	False	True	False	False	unclear_manual_review	manual_default_fallback	high	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	histologic_diagnosis_other	19	histological_type_other	diagnosis / pathology	0.93072	76	60	"[""Infiltrating ductal and lobular carcinoma"", ""Ductal & Mucinous"", ""Lobular/Ductal"", ""Mixed invasive ductal and invasive lobular"", ""ductal and lobular""]"	False	True	False	True	weak_or_unusable	weak_extreme_missingness	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	initial_pathologic_dx_year	20	year_of_initial_pathologic_diagnosis	stage	0.001823	1095	26	"[""2010"", ""2009"", ""2011"", ""2008"", ""2007""]"	True	False	True	False	usable_baseline	baseline_candidate_structured_core_field	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	age_at_diagnosis	21	age_at_initial_pathologic_diagnosis	demographics	0.0	1097	65	"[""62"", ""63"", ""61"", ""50"", ""54""]"	True	False	True	False	usable_baseline	baseline_candidate_structured_core_field	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	method_initial_path_dx	22	initial_pathologic_diagnosis_method	diagnosis / pathology	0.089335	999	7	"[""Core needle biopsy"", ""Tumor resection"", ""Fine needle aspiration biopsy"", ""Other method, specify:"", ""Excisional Biopsy""]"	True	False	True	False	usable_baseline	baseline_candidate_structured_core_field	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	method_initial_path_dx_other	23	init_pathology_dx_method_other	diagnosis / pathology	0.941659	64	14	"[""Patey's Surgery"", ""Biopsy, NOS"", ""intraoperative examination"", ""Lumpectomy"", ""Modified Radical Masectomy""]"	False	True	False	True	weak_or_unusable	weak_extreme_missingness	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	surgical_procedure_first	24	breast_carcinoma_surgical_procedure_name	diagnosis / pathology	0.050137	1042	4	"[""Modified Radical Mastectomy"", ""Other"", ""Lumpectomy"", ""Simple Mastectomy""]"	True	False	True	False	usable_baseline	baseline_candidate_structured_core_field	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	first_surgical_procedure_other	25	surgical_procedure_purpose_other_text	diagnosis / pathology	0.749316	275	76	"[""Surgical Resection"", ""Segmental mastectomy"", ""Patey's Surgery"", ""Wide local excision"", ""segmental mastectomy""]"	False	False	False	False	unclear_manual_review	manual_default_fallback	high	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	margin_status	26	margin_status	diagnosis / pathology	0.061987	1029	3	"[""Negative"", ""Positive"", ""Close""]"	True	False	True	False	usable_baseline	baseline_candidate_structured_core_field	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	surgery_for_positive_margins	27	breast_carcinoma_primary_surgical_procedure_name	diagnosis / pathology	0.949863	55	4	"[""Mastectomy NOS"", ""Modified radical mastectomy"", ""Other"", ""Lumpectomy""]"	False	True	False	True	weak_or_unusable	weak_extreme_missingness	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	surgery_for_positive_margins_other	28	breast_neoplasm_other_surgical_procedure_descriptive_text	diagnosis / pathology	0.987238	14	14	"[""Additional resection/ margins (taken after first margin positive)"", ""Left breast reexcision"", ""Margin resection"", ""Mastectomy"", ""Re-Excision of Superior Margin""]"	False	True	False	True	weak_or_unusable	weak_extreme_missingness	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	margin_status_reexcision	29	breast_cancer_surgery_margin_status	diagnosis / pathology	0.946217	59	3	"[""Negative"", ""Positive"", ""Close""]"	False	True	False	True	weak_or_unusable	weak_extreme_missingness	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	axillary_staging_method	30	axillary_lymph_node_stage_method_type	diagnosis / pathology	0.196901	881	5	"[""Axillary lymph node dissection alone"", ""Sentinel node biopsy alone"", ""Sentinel lymph node biopsy plus axillary dissection"", ""No axillary staging"", ""Other (specify)""]"	False	False	True	False	usable_baseline	baseline_candidate_structured_core_field	medium	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	axillary_staging_method_other	31	axillary_lymph_node_stage_other_method_descriptive_text	diagnosis / pathology	0.981768	20	19	"[""mastectomy with TLND"", ""FNA plus axillary lymph node dissection"", ""Level 1 clearance"", ""Pateys surgery"", ""SLN AND NON-SLN BX""]"	False	True	False	True	weak_or_unusable	weak_extreme_missingness	low	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	micromet_detection_by_ihc	32	cytokeratin_immunohistochemistry_staining_method_micrometastasis_indicator	receptor / biomarker	0.334549	730	2	"[""NO"", ""YES""]"	False	False	False	False	unclear_manual_review	manual_default_fallback	high	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	lymph_nodes_examined	33	primary_lymph_node_presentation_assessment	diagnosis / pathology	0.343665	720	2	"[""YES"", ""NO""]"	False	False	False	False	unclear_manual_review	manual_default_fallback	high	[fill in during shortlist review]
20260412T033602Z	20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	lymph_nodes_examined_count	34	lymph_node_examined_count	diagnosis / pathology	0.114859	971	42	"[""2"", ""1"", ""3"", ""4"", ""10""]"	False	False	True	False	usable_baseline	baseline_candidate_structured_core_field	medium	[fill in during shortlist review]
