drug_class_profile_v1_run_id	review_group_type	field_name	value_summary_type	group_patient_count	non_missing_count	missing_like_count	distinct_non_missing_count	value_rank	value_label	value_count	value_fraction	numeric_min	numeric_median	numeric_max	notes
20260415T065150Z	any_class_her2_targeted	age_at_diagnosis	numeric_summary	73	73	0	36					27	54	84	
20260415T065150Z	any_class_her2_targeted	er_status_by_ihc	categorical_top_value	73	73	0	2	1	Positive	56	0.7671				
20260415T065150Z	any_class_her2_targeted	er_status_by_ihc	categorical_top_value	73	73	0	2	2	Negative	17	0.2329				
20260415T065150Z	any_class_her2_targeted	pr_status_by_ihc	categorical_top_value	73	73	0	2	1	Positive	41	0.5616				
20260415T065150Z	any_class_her2_targeted	pr_status_by_ihc	categorical_top_value	73	73	0	2	2	Negative	32	0.4384				
20260415T065150Z	any_class_her2_targeted	her2_status_by_ihc	categorical_top_value	73	67	6	4	1	Positive	45	0.6716				
20260415T065150Z	any_class_her2_targeted	her2_status_by_ihc	categorical_top_value	73	67	6	4	2	Equivocal	13	0.1940				
20260415T065150Z	any_class_her2_targeted	her2_status_by_ihc	categorical_top_value	73	67	6	4	3	Negative	6	0.0896				
20260415T065150Z	any_class_her2_targeted	her2_status_by_ihc	categorical_top_value	73	67	6	4	4	Indeterminate	3	0.0448				
20260415T065150Z	any_class_her2_targeted	ajcc_pathologic_tumor_stage	categorical_top_value	73	73	0	6	1	Stage IIA	25	0.3425				
20260415T065150Z	any_class_her2_targeted	ajcc_pathologic_tumor_stage	categorical_top_value	73	73	0	6	2	Stage IIB	17	0.2329				
20260415T065150Z	any_class_her2_targeted	ajcc_pathologic_tumor_stage	categorical_top_value	73	73	0	6	3	Stage IIIA	14	0.1918				
20260415T065150Z	any_class_her2_targeted	ajcc_pathologic_tumor_stage	categorical_top_value	73	73	0	6	4	Stage IIIC	7	0.0959				
20260415T065150Z	any_class_her2_targeted	ajcc_pathologic_tumor_stage	categorical_top_value	73	73	0	6	5	Stage I	6	0.0822				
20260415T065150Z	any_class_her2_targeted	ajcc_pathologic_tumor_stage	categorical_top_value	73	73	0	6	6	Stage IA	4	0.0548				
20260415T065150Z	any_class_her2_targeted	histological_type	categorical_top_value	73	73	0	3	1	Infiltrating Ductal Carcinoma	62	0.8493				
