audit_run_id	parse_run_id	source_run_id	table_name	field_name	source_position	probable_field_group	row_count	non_missing_count	missing_like_count	missing_like_fraction	blank_count	not_available_count	not_applicable_count	unknown_count	not_evaluated_count	discrepancy_count	na_count	n_a_count	null_count	none_count	nan_count	distinct_non_missing_count	example_values_small_sample
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	pharmaceutical_tx_adjuvant	18	treatment / drug	1097	165	932	0.84959	0	891	0	41	0	0	0	0	0	0	0	2	"[""YES"", ""NO""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	radiation_treatment_adjuvant	17	radiation	1097	166	931	0.848678	0	891	0	40	0	0	0	0	0	0	0	2	"[""NO"", ""YES""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	new_tumor_event_dx_indicator	68	follow-up / outcome-like	1097	195	902	0.822242	0	891	0	11	0	0	0	0	0	0	0	2	"[""NO"", ""YES""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	pr_positivity_ihc_intensity_score	53	receptor / biomarker	1097	208	889	0.810392	0	889	0	0	0	0	0	0	0	0	0	5	"[""3+"", ""2+"", ""1+"", ""0"", ""4+""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_ihc_percent_positive	57	receptor / biomarker	1097	208	889	0.810392	0	889	0	0	0	0	0	0	0	0	0	10	"[""<10%"", ""10-19%"", ""90-99%"", ""20-29%"", ""30-39%""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	pr_positivity_define_method	55	receptor / biomarker	1097	209	888	0.80948	0	887	0	1	0	0	0	0	0	0	0	60	"[""manual counting"", ""Image Analysis"", ""Allred score 0+0 = 0"", ""%IHC"", ""dextran coated charcoal""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	er_ihc_score	47	receptor / biomarker	1097	214	883	0.804923	0	883	0	0	0	0	0	0	0	0	0	5	"[""3+"", ""2+"", ""4+"", ""1+"", ""0""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	er_positivity_method	49	receptor / biomarker	1097	216	881	0.803099	0	880	0	1	0	0	0	0	0	0	0	54	"[""manual counting"", ""Image Analysis"", ""% IHC"", ""Allred score 0+0 = 0"", ""Allred score 5+3 = 8""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	pr_positivity_scale_other	54	receptor / biomarker	1097	221	876	0.798541	0	876	0	0	0	0	0	0	0	0	0	66	"["">75%"", ""H-SCORE"", ""Allred score = 0"", ""0"", ""Allred score = 8""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_cent17_ratio	65	receptor / biomarker	1097	233	864	0.787603	0	864	0	0	0	0	0	0	0	0	0	78	"[""1.1"", ""1.0"", ""1.3"", ""1.2"", ""1.05""]"
20260412T023839Z	20260412T010932Z	20260412T000556Z	clinical_patient	er_positivity_scale_other	48	receptor / biomarker	1097	242	855	0.779398	0	855	0	0	0	0	0	0	0	0	0	65	"["">75%"", ""Allred score = 8"", ""H-SCORE"", ""Allred Score 8"", ""Allred score = 0""]"
